sx,sx2,sy,sy2,gamma,delta
11436.9321974,3238.57216815,39170.927259,34238.9542444,1.76,0.28
12423.5938926,3917.85435549,37169.882552,30817.686286,1.72,0.48
11605.8869774,3340.35330013,39766.258873,35282.7415915,1.76,0.24
19761.173684,11446.4205795,22709.0669136,12667.7810394,0.72,1.84
22118.329429,14262.6249373,27185.223193,17008.5119786,0.16,1.28
22098.718042,14285.1254436,27622.987735,17514.9120981,0.16,1.24
19041.018892,10522.5644419,35912.042939,28812.4679564,0.48,0.52
16616.574898,7742.09901253,22447.9317391,12304.1589425,1.52,1.92
18779.490863,10243.2676296,35514.425618,28182.8349978,0.48,0.56
16233.674034,7428.04820169,22516.8743621,12456.2976437,1.52,1.96
19569.336961,10940.4230598,21090.6469522,11068.0664749,1.04,1.96
18515.439912,9762.07617381,33398.881316,24975.897551,0.68,0.76
19263.001405,10823.3699086,34197.280416,26168.5131806,0.36,0.68
14944.997679,5966.95671707,23739.1863869,13248.6641193,1.96,1.72
17990.621157,9391.30069591,33940.405958,25780.1999007,0.68,0.72
20500.317215,12087.5714807,35309.686444,27870.2410295,0.28,0.56
16808.852031,7851.78913727,23025.2660336,12588.8865644,1.96,1.76
13993.159896,5130.41016568,28435.587996,18304.1580528,1.76,1.28
20047.171412,11674.2825626,34493.957819,26615.6624754,0.36,0.64
21544.193474,13774.8542539,22578.4545264,12549.0465918,0.44,1.8
17432.574128,8594.34873776,28918.682486,18979.0378402,1.08,1.2
20936.896919,12886.4861083,33499.038975,25152.0847663,0.12,0.72
18366.556093,9619.79356201,24676.1591377,14304.6501073,1.08,1.6
21110.156934,13064.9153883,33042.714491,24494.8205903,0.12,0.76
17875.518105,8956.62192214,26598.181849,16266.2554034,1.08,1.4
13254.088943,4593.32878622,34194.532429,26119.3404795,1.6,0.76
16903.647513,7984.64409487,23611.8700996,13202.8478544,1.52,1.72
13488.297086,4752.69480159,34534.911143,26634.4267099,1.6,0.72
16747.815639,7845.98713621,23497.4566781,13167.6936762,1.52,1.76
20593.775141,12324.370515,26337.1032273,16080.8193358,0.44,1.4
22638.866517,14902.4960774,23754.7438124,13500.7572846,0.4,1.6
21840.937204,13982.9514008,33784.678285,25573.7443588,0.08,0.68
21197.369568,13135.8288983,26144.0979469,15860.9735117,0.4,1.4
14079.611467,5283.52953026,34055.491231,25915.8538795,1.52,0.76
13786.7437101,4999.64763188,34496.112337,26576.9622875,1.52,0.72
21333.634529,13432.5821616,34294.035804,26329.7857935,0.08,0.64
15721.550061,6851.84151065,36738.319676,30120.2299211,1,0.48
15650.268752,6824.30906227,37171.677423,30830.9417674,1,0.44
19524.195419,10947.8212747,40277.413649,36211.13907,0.24,0.12
17177.644369,8348.43389009,34042.374466,25918.5094438,0.72,0.72
19157.951988,10581.8765519,39814.836375,35389.0994304,0.24,0.16
18364.985041,9628.1405018,33438.783801,25037.9548179,0.72,0.76
22686.783731,15100.4356899,28328.98424,18335.5350369,0.12,1.16
10982.6344192,2918.79065341,40694.362544,36955.1455806,1.84,0.16
15386.946256,6500.67482313,26157.045492,15819.6388118,1.6,1.52
22657.367151,15123.8915532,28792.620539,18911.7964537,0.12,1.12
11028.7661016,2945.34987775,41121.016544,37737.9156766,1.84,0.12
15707.627954,6773.66465873,25487.452478,15070.0514661,1.6,1.56
20617.706664,12455.7940538,25193.2784982,14992.4146627,0.64,1.52
19783.662129,11498.5805702,25123.1277176,14895.8900966,0.64,1.56
18656.756722,10092.0170613,22155.0533057,12095.3415259,1.04,1.92
15709.406329,6676.27420825,21611.4282421,11423.363688,1.84,1.96
17394.080348,8559.20911909,24231.2400478,13913.8097248,1.28,1.68
15228.679776,6348.44389512,22687.6602624,12499.1332948,1.84,1.92
17248.844206,8394.17018475,24668.9501291,14317.7260422,1.28,1.64
14690.5859265,5824.55064901,40350.352512,36330.8135926,0.96,0.16
16703.748136,7989.41155339,30542.745833,21055.108711,1,1.08
14768.724867,5911.09484472,40659.659047,36904.1326712,0.96,0.12
16906.20891,8207.71257504,30809.377367,21387.3075595,1,1.04
22069.41208,14241.1339852,22889.6958163,12768.514697,0.48,1.72
15189.9914307,6295.37688347,24246.4422798,13877.5025152,1.84,1.72
15032.304411,6115.89121774,23773.6482483,13365.4509618,1.84,1.76
15018.597057,6074.99193143,21607.0838475,11369.1227532,1.88,2
13288.7018205,4580.96706726,31623.152645,22428.3381885,1.88,1
10619.8887972,2719.3325955,42383.397272,40120.2743253,1.88,0
19650.500491,11298.9780802,26965.148345,16767.3943173,0.6,1.36
14803.1010925,5943.16896155,40721.981894,37010.5100564,0.92,0.12
20038.334119,11739.5320664,27336.742009,17217.1350767,0.6,1.32
15514.53747,6621.24548599,40193.086419,36052.6218663,0.92,0.16
17354.189812,8639.7025679,37766.45038,31832.3160647,0.64,0.36
16532.656586,7765.78368709,38286.5394,32712.0600139,0.64,0.32
21697.473709,13805.592736,31143.189621,21870.0230673,0.12,0.92
13008.781819,4352.168168,31233.995856,21887.7871357,1.92,1.04
20566.592898,12782.6176807,31113.858199,21858.3626384,0.12,0.96
19096.300525,10705.9736638,22140.1116865,12249.0855172,0.92,1.96
20137.144682,11863.3979758,21802.0733131,11904.0883467,0.92,1.92
15833.905172,6865.18688846,28257.361645,18147.7155851,1.56,1.28
15194.720183,6194.84571097,28778.595762,18776.8548836,1.56,1.24
17181.444087,8433.77195623,27772.610928,17628.6382223,1.08,1.32
16954.029897,8256.86823505,27692.7556583,17589.8147095,1.08,1.36
14190.05572,5366.43842822,33183.128921,24629.6399005,1.56,0.84
13949.143215,5189.96868644,32877.972117,24194.3817568,1.56,0.88
16642.149746,8010.30951094,22774.5794548,12938.2039511,1.36,2
19594.16465,10971.8155653,23945.5026591,13602.1916612,0.84,1.64
14625.925027,5773.95065212,40320.58183,36278.8150601,1.04,0.16
11218.3452796,3093.11219991,37638.449622,31595.6782917,1.92,0.44
14631.8255822,5835.72648747,40590.193617,36779.5501552,1.04,0.12
16823.564489,7852.77695894,29278.851296,19381.4618095,1.2,1.16
20495.809293,12209.8363839,23658.3787127,13481.0884565,0.84,1.68
13519.4140985,4809.02705034,36906.843961,30387.1825608,1.92,0.48
13617.3267492,4862.59946729,34941.418008,27254.9878884,1.56,0.68
19411.47424,10980.7192802,33323.644677,24881.8988586,0.44,0.76
13100.443565,4439.5499659,30872.502161,21420.4812916,2,1.08
19823.601926,11457.2687565,33650.400783,25364.1694039,0.44,0.72
18824.039001,10404.1862738,30166.984475,20580.0811485,2,1.04
13251.329089,4623.06287066,35402.154635,27969.9212609,1.56,0.64
20659.423579,12471.519743,22051.9241441,12031.3328613,0.68,1.88
16752.181347,7912.92830282,23076.3240624,12867.5554073,1.4,1.84
19421.921845,11095.1110029,22645.4938439,12676.4022091,0.84,1.88
14661.5641876,5823.51015042,36055.605919,29012.7491364,1.24,0.56
14900.905574,6081.45427525,36412.724171,29587.476248,1.24,0.52
16094.772031,7433.01333014,23587.212793,13518.2565636,1.4,1.88
21210.488977,12843.2787963,26854.622362,16612.2415874,0.52,1.32
14557.822695,5701.41710868,28203.289245,18095.0031696,1.76,1.32
16779.698673,7935.54338562,23389.4154731,13095.5495,1.36,1.8
18452.247106,9891.15006661,23913.2139754,13683.3190189,1.04,1.72
13556.2795975,4775.65635309,36667.468065,29997.3632675,1.48,0.52
18263.753011,9655.38436877,23519.4795804,13279.472741,1.04,1.76
13559.2297031,4898.61739755,36178.229176,29201.3238871,1.48,0.56
16298.85141,7385.05911235,39265.015261,34403.4370194,0.84,0.24
11269.9755043,3126.74088216,38403.687513,32898.0248733,1.88,0.36
19346.557879,11066.398858,22570.4856925,12731.9655207,0.8,1.92
11486.9766658,3260.0988947,38927.180288,33805.3174557,1.88,0.32
18249.637646,9441.35804111,30331.035661,20748.2430993,0.88,1.04
13538.2491731,4765.39346269,33178.387605,24614.1964167,1.68,0.84
13601.344852,4850.91429748,32885.126205,24202.4582717,1.68,0.88
18357.132231,9675.35774617,30102.148195,20489.2371269,0.88,1.08
17517.861967,8651.60005027,23577.3015079,13195.3011791,1.24,1.72
21063.814499,12687.934529,20666.9534754,10643.1252145,0.8,1.96
17515.71741,8727.90063749,23518.3988879,13191.4626719,1.24,1.76
15129.463779,6211.65862246,25600.550069,15192.8058087,1.72,1.56
23780.802815,16798.7123991,20741.1415784,11073.7668077,0.08,1.96
23886.039938,16771.3729838,20852.1579083,10997.0605623,0.08,1.92
21718.145631,13915.6020388,22596.7405828,12446.8474355,0.44,1.76
21134.038031,13131.2036321,23181.8878396,13007.8384454,0.44,1.72
20768.995811,12569.9215648,24816.586712,14521.7381917,0.04,1.56
16180.914276,7264.31654787,27526.45136,17336.4057944,1.48,1.36
15777.877989,6761.11192259,27809.459346,17609.9867391,1.48,1.32
17913.633435,9176.28833471,27464.970813,17296.9583946,0,1.36
13375.192766,4679.20376557,38285.612209,32699.5315558,1.44,0.36
16274.213632,7240.63872925,27973.889755,17789.1211446,0,1.32
12858.3729118,4264.61261926,38809.599688,33600.419195,1.44,0.32
23152.26845,15944.5679699,25512.6901329,15334.0256757,0,1.44
20755.117825,12479.8980543,21522.4803203,11473.2918171,0.76,1.88
15581.882167,6675.75835704,31707.008387,22557.7909881,1.28,0.96
15399.914794,6539.3928222,32287.643642,23375.1960871,1.28,0.92
20341.739256,11936.5313181,31357.753833,22135.3714495,0.44,0.92
20278.61817,12013.4822837,31028.412547,21703.6171536,0.44,0.96
13698.233237,4914.21243381,31164.488676,21805.5394508,1.8,1.04
19103.543763,10555.9760381,24749.6388706,14469.2821574,0.8,1.6
13450.552757,4731.10896721,30799.628539,21320.5782503,1.8,1.08
